Data os of Date,Zip Code,Program Type,Female Count,Female Percentage,Male Count,Male Percentage,Gender Nonconforming Count,Gender Nonconforming Percentage,American Indian or Alaskan Native Count,American Indian or Alaskan Native Percentage,Asian Count,Asian Percentage,Black or African American Count,Black or African American Percentage,Multi-race Count,Multi-race Percentage,Native Hawaiian or Other Pacific Islander Count,Native Hawaiian or Other Pacific Islander Percentage,White or Caucasian Count,White or Caucasian Percentage,Hispanic or Latinx Count,Hispanic or Latinx Percentage,Not Hispanic or Latinx Count,Not Hispanic or Latinx Percentage,Not Sure Count,Not Sure Percentage,X (Not Male Or Female) Count,X (Not Male Or Female) Percentage,Another Gender Count,Another Gender Percentage,Decline to Answer Count,Decline to Answer Percentage,Do not understand the question Count,Do not understand the question Percentage,Female Gender Identity Count,Female Gender Identity Percentage,Male Gender Identity Count,Male Gender Identity Percentage,Multi-Gender Identity Count,Multi-Gender Identity Percentage,Non-Binary (not Female or Male) Count,Non-Binary (not Female or Male) Percentage,Not Sure Gender Identity Count,Not Sure Gender Identity Percentage,Two Spirit (Native American/First Nations) Count,Two Spirit (Native American/First Nations) Percentage,Middle Eastern and North African Count,Middle Eastern and North African Percentage,Other Count,Other Percentage
07/16/2020,10037,Cornerstone,34,1.13,51,1.7,0,0,0,0,0,0,73,2.44,4,0.13,0,0,0,0,18,0.6,67,2.24,0,0,0,0,0,0,0,0,0,0,15,0.5,23,0.77,0,0,0,0,0,0,0,0,1,0.03,7,0.23
07/16/2020,10037,ESL Civics,8,0.26,8,0.26,0,0,0,0,1,0.03,6,0.2,0,0,0,0,3,0.1,6,0.2,10,0.33,0,0,0,0,0,0,4,0.13,0,0,5,0.16,7,0.23,0,0,0,0,0,0,0,0,1,0.03,5,0.16
07/16/2020,10038,Adult Literacy - ABE/HSE,1,0.03,3,0.1,0,0,0,0,1,0.03,1,0.03,0,0,0,0,1,0.03,3,0.1,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,3,0.1,0,0,0,0,0,0,0,0,0,0,1,0.03
07/16/2020,10038,Adult Literacy - BENL/ESOL,7,0.23,1,0.03,0,0,0,0,5,0.16,0,0,0,0,0,0,1,0.03,2,0.06,6,0.2,0,0,0,0,0,0,0,0,0,0,7,0.23,1,0.03,0,0,0,0,0,0,0,0,0,0,2,0.06
07/16/2020,10038,Adult Literacy - BENL/ESOL (Discretionary),3,0.1,3,0.1,0,0,0,0,4,0.13,0,0,0,0,0,0,0,0,2,0.06,4,0.13,0,0,0,0,0,0,0,0,0,0,3,0.1,3,0.1,0,0,0,0,0,0,0,0,0,0,2,0.06
07/16/2020,10038,Adult Literacy - NDA (ABE/HSE/Spanish HSE),2,0.06,1,0.03,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,1,0.03,2,0.06,0,0,0,0,0,0,0,0,0,0,2,0.06,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03
07/16/2020,10038,Beacon,21,0.7,26,0.87,0,0,0,0,19,0.63,15,0.5,1,0.03,0,0,5,0.16,10,0.33,37,1.23,0,0,0,0,0,0,5,0.16,0,0,12,0.4,14,0.46,0,0,0,0,1,0.03,0,0,0,0,7,0.23
07/16/2020,10038,COMPASS Explore,3,0.1,0,0,0,0,0,0,2,0.06,1,0.03,0,0,0,0,0,0,1,0.03,2,0.06,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10038,COMPASS High School,0,0,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10038,COMPASS Middle School,118,3.95,126,4.22,0,0,0,0,83,2.78,37,1.23,11,0.36,0,0,70,2.34,34,1.13,209,7,0,0,0,0,0,0,3,0.1,0,0,2,0.06,1,0.03,0,0,0,0,0,0,0,0,1,0.03,42,1.4
07/16/2020,10038,Cornerstone,17,0.56,19,0.63,0,0,1,0.03,5,0.16,18,0.6,1,0.03,0,0,3,0.1,14,0.46,22,0.73,0,0,0,0,0,0,9,0.3,0,0,8,0.26,4,0.13,0,0,0,0,0,0,0,0,0,0,8,0.26
07/16/2020,10038,ESL Civics,1,0.03,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,1,0.03,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10039,Adult Literacy - ABE/HSE,1,0.03,2,0.06,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,1,0.03,2,0.06,0,0,0,0,0,0,0,0,0,0,1,0.03,2,0.06,0,0,0,0,0,0,0,0,0,0,1,0.03
07/16/2020,10039,Adult Literacy - ABE/HSE (Discretionary),1,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,2,0.06
07/16/2020,10039,Adult Literacy - BENL/ESOL,4,0.13,2,0.06,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,5,0.16,2,0.06,0,0,1,0.03,0,0,1,0.03,0,0,4,0.13,2,0.06,0,0,0,0,0,0,0,0,0,0,5,0.16
07/16/2020,10039,Adult Literacy - BENL/ESOL (Discretionary),6,0.2,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,5,0.16,1,0.03,0,0,0,0,0,0,1,0.03,0,0,5,0.16,0,0,0,0,0,0,0,0,0,0,0,0,5,0.16
07/16/2020,10039,Adult Literacy - NDA (ABE/HSE/Spanish HSE),7,0.23,2,0.06,0,0,0,0,0,0,7,0.23,0,0,0,0,0,0,2,0.06,7,0.23,0,0,0,0,0,0,0,0,0,0,7,0.23,2,0.06,0,0,0,0,0,0,0,0,0,0,2,0.06
07/16/2020,10039,Beacon,148,4.95,162,5.42,0,0,3,0.1,4,0.13,222,7.43,12,0.4,0,0,3,0.1,86,2.88,224,7.5,0,0,0,0,0,0,36,1.2,0,0,30,1,51,1.7,0,0,0,0,0,0,0,0,0,0,66,2.21
07/16/2020,10039,COMPASS Explore,3,0.1,1,0.03,0,0,0,0,0,0,3,0.1,0,0,0,0,0,0,2,0.06,2,0.06,0,0,0,0,0,0,1,0.03,0,0,2,0.06,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03
07/16/2020,10039,COMPASS High School,4,0.13,3,0.1,0,0,0,0,0,0,7,0.23,0,0,0,0,0,0,0,0,7,0.23,0,0,0,0,0,0,0,0,0,0,4,0.13,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10039,COMPASS Middle School,320,10.71,332,11.12,0,0,0,0,10,0.33,464,15.54,8,0.26,1,0.03,8,0.26,219,7.33,431,14.43,0,0,0,0,0,0,5,0.16,1,0.03,25,0.83,32,1.07,0,0,0,0,0,0,0,0,1,0.03,160,5.35
07/16/2020,10039,Cornerstone,197,6.59,218,7.3,0,0,9,0.3,3,0.1,313,10.48,10,0.33,1,0.03,4,0.13,133,4.45,282,9.44,0,0,0,0,0,0,6,0.2,0,0,68,2.27,91,3.04,0,0,0,0,0,0,0,0,0,0,75,2.51
07/16/2020,10039,ESL Civics,11,0.36,3,0.1,0,0,0,0,0,0,9,0.3,0,0,0,0,2,0.06,1,0.03,13,0.43,0,0,0,0,0,0,3,0.1,0,0,9,0.3,2,0.06,0,0,0,0,0,0,0,0,0,0,3,0.1
07/16/2020,10040,Adolescent Literacy,6,0.2,6,0.2,0,0,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,10,0.33,2,0.06,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,9,0.3
07/16/2020,10040,Adult Literacy - ABE/HSE,9,0.3,9,0.3,0,0,0,0,0,0,4,0.13,0,0,1,0.03,1,0.03,17,0.56,1,0.03,0,0,0,0,0,0,0,0,0,0,9,0.3,9,0.3,0,0,0,0,0,0,0,0,0,0,12,0.4
07/16/2020,10040,Adult Literacy - ABE/HSE (Discretionary),5,0.16,4,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,4,0.13,5,0.16,0,0,0,0,0,0,0,0,0,0,9,0.3
07/16/2020,10040,Adult Literacy - BENL/ESOL,46,1.54,16,0.53,0,0,0,0,0,0,1,0.03,0,0,0,0,4,0.13,57,1.9,5,0.16,0,0,0,0,0,0,0,0,0,0,46,1.54,16,0.53,0,0,0,0,0,0,0,0,0,0,57,1.9
07/16/2020,10040,Adult Literacy - BENL/ESOL (Discretionary),41,1.37,18,0.6,0,0,1,0.03,0,0,0,0,0,0,0,0,2,0.06,56,1.87,3,0.1,0,0,0,0,0,0,0,0,0,0,41,1.37,18,0.6,0,0,0,0,0,0,0,0,0,0,56,1.87
07/16/2020,10040,Adult Literacy - NDA (ABE/HSE/Spanish HSE),11,0.36,2,0.06,0,0,0,0,0,0,2,0.06,0,0,1,0.03,0,0,12,0.4,1,0.03,0,0,0,0,0,0,0,0,0,0,10,0.33,3,0.1,0,0,0,0,0,0,0,0,0,0,10,0.33
07/16/2020,10040,Beacon,92,3.08,99,3.31,0,0,2,0.06,2,0.06,16,0.53,2,0.06,0,0,7,0.23,174,5.82,17,0.56,0,0,0,0,0,0,28,0.93,0,0,52,1.74,47,1.57,0,0,0,0,0,0,0,0,0,0,162,5.42
07/16/2020,10040,COMPASS Elementary,433,14.5,412,13.8,0,0,9,0.3,10,0.33,51,1.7,15,0.5,1,0.03,40,1.33,782,26.19,63,2.11,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,719,24.08
07/16/2020,10040,COMPASS Explore,6,0.2,2,0.06,0,0,0,0,0,0,3,0.1,0,0,0,0,1,0.03,8,0.26,0,0,0,0,0,0,0,0,3,0.1,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.13
07/16/2020,10040,COMPASS High School,4,0.13,1,0.03,0,0,0,0,0,0,2,0.06,0,0,0,0,1,0.03,4,0.13,1,0.03,0,0,0,0,0,0,0,0,0,0,4,0.13,1,0.03,0,0,0,0,0,0,0,0,0,0,2,0.06
07/16/2020,10040,COMPASS Middle School,273,9.14,261,8.74,0,0,1,0.03,4,0.13,43,1.44,18,0.6,3,0.1,56,1.87,466,15.6,67,2.24,0,0,1,0.03,0,0,7,0.23,0,0,7,0.23,15,0.5,0,0,1,0.03,0,0,0,0,0,0,410,13.73
07/16/2020,10040,Cornerstone,10,0.33,4,0.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,14,0.46,0,0,0,0,0,0,0,0,0,0,0,0,4,0.13,1,0.03,0,0,0,0,1,0.03,0,0,0,0,13,0.43
07/16/2020,10040,ESL Civics,8,0.26,5,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.43,0,0,0,0,0,0,0,0,0,0,0,0,8,0.26,5,0.16,0,0,0,0,0,0,0,0,0,0,13,0.43
07/16/2020,10042,Beacon,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03
07/16/2020,10044,Adult Literacy - BENL/ESOL,3,0.1,2,0.06,0,0,0,0,2,0.06,0,0,0,0,0,0,1,0.03,1,0.03,4,0.13,0,0,0,0,0,0,0,0,0,0,3,0.1,2,0.06,0,0,0,0,0,0,0,0,1,0.03,1,0.03
07/16/2020,10044,Adult Literacy - BENL/ESOL (Discretionary),2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06
07/16/2020,10044,Adult Literacy - NDA (ABE/HSE/Spanish HSE),1,0.03,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10044,Beacon,216,7.23,189,6.33,0,0,5,0.16,124,4.15,71,2.37,13,0.43,32,1.07,113,3.78,45,1.5,360,12.05,0,0,0,0,0,0,3,0.1,0,0,87,2.91,42,1.4,0,0,0,0,25,0.83,0,0,2,0.06,45,1.5
07/16/2020,10044,COMPASS Explore,2,0.06,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10044,COMPASS Middle School,28,0.93,33,1.1,0,0,0,0,8,0.26,5,0.16,4,0.13,2,0.06,37,1.23,8,0.26,53,1.77,0,0,0,0,0,0,2,0.06,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,5,0.16
07/16/2020,10045,Cornerstone,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10064,Adult Literacy - BENL/ESOL (Discretionary),0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03
07/16/2020,10064,Beacon,0,0,1,0.03,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10065,Adult Literacy - ABE/HSE,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10065,Adult Literacy - BENL/ESOL,5,0.16,2,0.06,0,0,0,0,1,0.03,0,0,0,0,0,0,6,0.2,0,0,7,0.23,0,0,0,0,0,0,0,0,0,0,5,0.16,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10065,Adult Literacy - NDA (ABE/HSE/Spanish HSE),1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03
07/16/2020,10065,Beacon,5,0.16,4,0.13,0,0,0,0,1,0.03,1,0.03,0,0,1,0.03,6,0.2,1,0.03,8,0.26,0,0,0,0,0,0,0,0,0,0,4,0.13,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10065,COMPASS Middle School,74,2.47,73,2.44,0,0,0,0,27,0.9,5,0.16,11,0.36,0,0,87,2.91,16,0.53,131,4.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,17,0.56
07/16/2020,10068,COMPASS Middle School,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03
07/16/2020,10069,Adult Literacy - BENL/ESOL,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10069,Adult Literacy - NDA (ABE/HSE/Spanish HSE),1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10069,COMPASS High School,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10069,Cornerstone,4,0.13,0,0,0,0,0,0,1,0.03,2,0.06,0,0,0,0,0,0,1,0.03,3,0.1,0,0,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03
07/16/2020,10075,Beacon,8,0.26,5,0.16,0,0,0,0,5,0.16,0,0,1,0.03,0,0,4,0.13,2,0.06,11,0.36,0,0,0,0,0,0,2,0.06,0,0,5,0.16,3,0.1,0,0,0,0,0,0,0,0,0,0,3,0.1
07/16/2020,10075,COMPASS Middle School,100,3.34,79,2.64,0,0,0,0,31,1.03,6,0.2,8,0.26,0,0,121,4.05,11,0.36,167,5.59,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,12,0.4
07/16/2020,10075,Cornerstone,2,0.06,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,1,0.03,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10108,Beacon,1,0.03,1,0.03,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10128,Adult Literacy - ABE/HSE,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03
07/16/2020,10128,Adult Literacy - BENL/ESOL,11,0.36,3,0.1,0,0,0,0,1,0.03,1,0.03,0,0,0,0,4,0.13,5,0.16,9,0.3,0,0,0,0,0,0,0,0,0,0,11,0.36,3,0.1,0,0,0,0,0,0,0,0,2,0.06,6,0.2
07/16/2020,10128,Adult Literacy - NDA (ABE/HSE/Spanish HSE),6,0.2,1,0.03,0,0,0,0,1,0.03,3,0.1,0,0,0,0,0,0,3,0.1,4,0.13,0,0,0,0,0,0,0,0,0,0,5,0.16,2,0.06,0,0,0,0,0,0,0,0,0,0,3,0.1
07/16/2020,10128,Beacon,95,3.18,82,2.74,0,0,3,0.1,30,1,63,2.11,9,0.3,0,0,43,1.44,42,1.4,135,4.52,0,0,0,0,0,0,8,0.26,1,0.03,30,1,22,0.73,0,0,0,0,0,0,0,0,2,0.06,27,0.9
07/16/2020,10128,COMPASS Middle School,191,6.39,207,6.93,0,0,2,0.06,54,1.8,43,1.44,21,0.7,1,0.03,237,7.93,64,2.14,334,11.18,0,0,0,0,0,0,2,0.06,0,0,6,0.2,3,0.1,0,0,0,0,0,0,0,0,0,0,40,1.33
07/16/2020,10128,Cornerstone,13,0.43,9,0.3,0,0,0,0,1,0.03,14,0.46,1,0.03,0,0,1,0.03,9,0.3,13,0.43,0,0,0,0,0,0,2,0.06,0,0,7,0.23,6,0.2,1,0.03,0,0,0,0,0,0,0,0,5,0.16
07/16/2020,10128,ESL Civics,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10204,COMPASS Middle School,0,0,1,0.03,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10205,Beacon,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10225,COMPASS Middle School,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10271,Adult Literacy - BENL/ESOL,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10278,Adult Literacy - BENL/ESOL,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10280,Adult Literacy - BENL/ESOL,3,0.1,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,1,0.03,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10280,Adult Literacy - BENL/ESOL (Discretionary),1,0.03,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10280,Beacon,5,0.16,4,0.13,0,0,0,0,4,0.13,0,0,0,0,0,0,1,0.03,3,0.1,6,0.2,0,0,0,0,0,0,2,0.06,0,0,3,0.1,3,0.1,0,0,0,0,0,0,0,0,0,0,4,0.13
07/16/2020,10280,COMPASS Explore,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10280,COMPASS Middle School,94,3.14,90,3.01,0,0,0,0,34,1.13,10,0.33,9,0.3,0,0,110,3.68,22,0.73,161,5.39,0,0,0,0,0,0,0,0,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,21,0.7
07/16/2020,10282,Adult Literacy - BENL/ESOL (Discretionary),1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10282,Beacon,1,0.03,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10301,Adult Literacy - ABE/HSE,9,0.3,2,0.06,0,0,0,0,2,0.06,2,0.06,0,0,0,0,1,0.03,6,0.2,5,0.16,0,0,0,0,0,0,0,0,0,0,9,0.3,2,0.06,0,0,0,0,0,0,0,0,0,0,6,0.2
07/16/2020,10301,Adult Literacy - BENL/ESOL,10,0.33,11,0.36,0,0,0,0,3,0.1,1,0.03,0,0,0,0,1,0.03,17,0.56,4,0.13,0,0,0,0,0,0,1,0.03,0,0,9,0.3,11,0.36,0,0,0,0,0,0,0,0,1,0.03,15,0.5
07/16/2020,10301,Adult Literacy - BENL/ESOL (Discretionary),0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,2,0.06
07/16/2020,10301,Adult Literacy - NDA (ABE/HSE/Spanish HSE),11,0.36,6,0.2,0,0,0,0,1,0.03,8,0.26,0,0,0,0,2,0.06,6,0.2,11,0.36,0,0,0,0,0,0,1,0.03,0,0,10,0.33,6,0.2,0,0,0,0,0,0,0,0,0,0,6,0.2
07/16/2020,10301,Beacon,57,1.9,101,3.38,0,0,1,0.03,3,0.1,99,3.31,5,0.16,1,0.03,18,0.6,41,1.37,117,3.91,0,0,0,0,0,0,9,0.3,0,0,40,1.33,56,1.87,0,0,0,0,0,0,0,0,3,0.1,28,0.93
07/16/2020,10301,COMPASS High School,16,0.53,7,0.23,0,0,0,0,3,0.1,10,0.33,2,0.06,0,0,3,0.1,13,0.43,10,0.33,0,0,0,0,0,0,0,0,0,0,13,0.43,6,0.2,0,0,0,0,0,0,0,0,0,0,5,0.16
07/16/2020,10301,COMPASS Middle School,201,6.73,186,6.23,1,0.03,2,0.06,13,0.43,158,5.29,21,0.7,1,0.03,91,3.04,160,5.35,228,7.63,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,8,0.26,0,0,0,0,0,0,0,0,2,0.06,100,3.34
07/16/2020,10301,Cornerstone,198,6.63,231,7.73,0,0,4,0.13,1,0.03,311,10.41,26,0.87,2,0.06,19,0.63,141,4.72,288,9.64,0,0,0,0,0,0,9,0.3,0,0,81,2.71,139,4.65,1,0.03,0,0,0,0,0,0,2,0.06,64,2.14
07/16/2020,10301,ESL Civics,14,0.46,7,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.7,0,0,0,0,0,0,0,0,2,0.06,0,0,11,0.36,8,0.26,0,0,0,0,0,0,0,0,0,0,21,0.7
07/16/2020,10302,Adult Literacy - ABE/HSE,22,0.73,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,25,0.83,0,0,0,0,0,0,0,0,4,0.13,0,0,19,0.63,2,0.06,0,0,0,0,0,0,0,0,0,0,24,0.8
07/16/2020,10302,Adult Literacy - BENL/ESOL,27,0.9,8,0.26,0,0,0,0,3,0.1,0,0,0,0,0,0,3,0.1,30,1,7,0.23,2,0.06,0,0,0,0,3,0.1,0,0,27,0.9,7,0.23,0,0,0,0,0,0,0,0,0,0,31,1.03
07/16/2020,10302,Adult Literacy - BENL/ESOL (Discretionary),0,0,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2020,10302,Adult Literacy - NDA (ABE/HSE/Spanish HSE),9,0.3,8,0.26,0,0,0,0,0,0,7,0.23,0,0,0,0,3,0.1,7,0.23,10,0.33,0,0,0,0,0,0,2,0.06,0,0,7,0.23,8,0.26,0,0,0,0,0,0,0,0,1,0.03,6,0.2
07/16/2020,10302,Beacon,43,1.44,68,2.27,0,0,0,0,2,0.06,51,1.7,7,0.23,0,0,18,0.6,54,1.8,57,1.9,0,0,0,0,0,0,3,0.1,0,0,20,0.66,32,1.07,0,0,0,0,0,0,0,0,0,0,33,1.1
07/16/2020,10302,COMPASS High School,3,0.1,2,0.06,0,0,0,0,0,0,1,0.03,1,0.03,0,0,1,0.03,4,0.13,1,0.03,0,0,0,0,0,0,0,0,0,0,3,0.1,2,0.06,0,0,0,0,0,0,0,0,0,0,2,0.06
07/16/2020,10302,COMPASS Middle School,150,5.02,139,4.65,0,0,4,0.13,12,0.4,78,2.61,12,0.4,0,0,113,3.78,156,5.22,133,4.45,0,0,0,0,0,0,0,0,0,0,6,0.2,5,0.16,0,0,0,0,0,0,0,0,4,0.13,66,2.21
07/16/2020,10302,Cornerstone,25,0.83,38,1.27,0,0,1,0.03,0,0,40,1.33,7,0.23,0,0,5,0.16,23,0.77,41,1.37,0,0,1,0.03,0,0,3,0.1,0,0,15,0.5,20,0.66,0,0,0,0,0,0,0,0,0,0,11,0.36
07/16/2020,10302,ESL Civics,5,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.16,0,0,0,0,0,0,0,0,1,0.03,0,0,4,0.13,0,0,0,0,0,0,0,0,0,0,0,0,5,0.16
07/16/2020,10303,Adult Literacy - ABE/HSE,10,0.33,5,0.16,0,0,0,0,0,0,3,0.1,0,0,0,0,3,0.1,9,0.3,6,0.2,0,0,0,0,0,0,0,0,0,0,10,0.33,5,0.16,0,0,0,0,0,0,0,0,0,0,9,0.3
